product_id,product_name,category,price,cost
PROD0445,Distributed asynchronous leverage,Sports,28.43,14.52
PROD0446,Fundamental global process improvement,Home & Garden,47.6,31.38
PROD0447,Team-oriented hybrid projection,Electronics,311.35,171.9
PROD0448,Configurable full-range service-desk,Sports,294.36,202.01
PROD0449,Public-key homogeneous functionalities,Electronics,230.37,148.12
PROD0450,Self-enabling transitional task-force,Clothing,167.55,90.93
PROD0451,Pre-emptive needs-based alliance,Clothing,479.28,256.49
PROD0452,Secured asymmetric encoding,Home & Garden,491.37,208.98
PROD0453,Self-enabling systemic forecast,Clothing,29.18,17.87
PROD0454,Focused value-added array,Sports,266.79,155.52
PROD0455,Optional bandwidth-monitored task-force,Home & Garden,192.7,93.43
PROD0456,Sharable tertiary attitude,Sports,389.49,235.12
PROD0457,Organic composite solution,Electronics,396.72,235.73
PROD0458,Innovative 4thgeneration analyzer,Electronics,171.55,97.34
PROD0459,Inverse analyzing frame,Sports,149.23,92.09
PROD0460,Multi-channeled holistic Internet solution,Books,437.91,218.96
PROD0461,Digitized dynamic moderator,Books,335.17,226.25
PROD0462,Open-source non-volatile software,Home & Garden,484.17,295.12
PROD0463,Enterprise-wide composite conglomeration,Sports,73.19,44.84
PROD0464,Configurable reciprocal implementation,Electronics,161.7,82.95
PROD0465,Secured systemic encoding,Home & Garden,408.46,245.5
PROD0466,Proactive optimal circuit,Books,55.79,33.54
PROD0467,Focused maximized productivity,Books,187.3,95.29
PROD0468,Function-based logistical extranet,Clothing,476.07,239.23
PROD0469,Synchronized 24/7 website,Sports,104.08,72.86
PROD0470,Persistent executive service-desk,Clothing,47.81,31.24
PROD0471,Quality-focused cohesive archive,Electronics,258.77,145.41
PROD0472,Organic grid-enabled parallelism,Books,28.5,14.28
PROD0473,Innovative scalable interface,Books,74.21,38.07
PROD0474,Team-oriented eco-centric knowledgebase,Clothing,98.61,59.94
PROD0475,Innovative dedicated info-mediaries,Books,406.43,182.76
PROD0476,Polarized bi-directional encoding,Sports,31.41,16.0
PROD0477,Multi-tiered object-oriented help-desk,Clothing,485.1,282.9
PROD0478,Re-engineered explicit standardization,Sports,124.66,58.81
PROD0479,Implemented 3rdgeneration protocol,Sports,452.95,207.54
PROD0480,Object-based even-keeled access,Books,492.38,265.15
PROD0481,Re-contextualized systemic time-frame,Home & Garden,391.28,215.55
PROD0482,User-friendly actuating portal,Sports,483.47,311.87
PROD0483,User-friendly modular forecast,Books,77.82,36.96
PROD0484,Vision-oriented discrete portal,Sports,438.32,248.25
PROD0485,Multi-channeled directional productivity,Electronics,358.59,198.94
PROD0486,Ergonomic regional extranet,Electronics,149.68,94.14
PROD0487,Synergistic web-enabled success,Home & Garden,230.17,127.52
PROD0488,Visionary stable software,Sports,54.94,36.98
PROD0489,Devolved responsive attitude,Sports,443.47,301.18
PROD0490,Self-enabling secondary analyzer,Sports,36.1,19.88
PROD0491,Integrated zero tolerance intranet,Clothing,199.22,84.57
PROD0492,Automated optimal hierarchy,Clothing,23.81,16.17
PROD0493,Upgradable clear-thinking array,Home & Garden,397.78,175.53
PROD0494,Implemented fresh-thinking synergy,Home & Garden,459.52,248.94
PROD0495,Operative context-sensitive customer loyalty,Clothing,381.83,206.47
PROD0496,De-engineered zero tolerance moratorium,Books,12.57,5.33
PROD0497,Multi-lateral multi-tasking middleware,Home & Garden,115.67,51.46
PROD0498,Future-proofed composite extranet,Books,268.61,116.4
PROD0499,Polarized explicit synergy,Home & Garden,126.44,55.2
PROD0500,Mandatory bifurcated Local Area Network,Clothing,215.71,137.66
